Trig_date,District,Chiefdom,Section,Name_of_community,Male_child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2014-12-05,Tonkolili,Malal Mara,Rochain,Mabang,,,40,,,14,1.0,1.0,1.0,0.0,1.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20,Bo,Baoma,Mbabao,Ngolalah,,,40,,,13,3.0,2.0,3.0,0.0,2.0,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-06,Port Loko,Marampa,Mange,Ro Worreh ,,,40,,,13,1.0,2.0,3.0,0.0,2.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Port Loko,Marampa,Mange,Ro Worreh ,,,40,,,13,1.0,2.0,3.0,0.0,2.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-16,Bo,Wonde,Manyeh,Fayama Wonde,,,39,,,63,4.0,2.0,1.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Bo,Jaiama Bongor,Upper Kama,Gbohun,,,39,,,60,3.0,2.0,2.0,0.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Bombali,Safroko Limba,Binkolo,Mangoreh,,,39,,,53,4.0,3.0,4.0,0.0,4.0,1.0,11.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Koinadugu,Wara-Wara Bafodea,Kadanso,Kakonso,,,39,,,50,1.0,1.0,1.0,0.0,1.0,0.0,11.0,0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Fakunya,Maninga,Gbususu,,,39,,,50,2.0,1.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,Moyamba,Fakunya,Maninga,Mokellay,,,39,,,48,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014-12-11,Bo,Baoma,Sonnah,Guallu,,,39,,,47,2.0,2.0,3.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Bombali,Safroko Limba,Binkolo,Katherie,,,39,,,47,3.0,4.0,4.0,0.0,4.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Bombali,Safroko Limba,Kargbo 1,Kathankina,,,39,,,47,1.0,1.0,2.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,Kambia,Tonko Limba,Kamassasa,Kamahiting,,,39,,,47,1.0,1.0,2.0,0.0,1.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bombali,Gbendembu Ngowahun,Tanyehun,Ngogbehun,,,39,,,45,1.0,1.0,1.0,0.0,1.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Kailahun,Malema,Upper Sami,Ngeihun Ii,,,39,,,43,4.0,4.0,5.0,0.0,3.0,2.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-19,Bo,Valunia,Lunia,Gumahun,,,39,,,42,4.0,1.0,2.0,0.0,1.0,2.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Bo,Kakua,Nyawa,Bumbeh,,,39,,,40,3.0,1.0,2.0,0.0,1.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-16,Bo,Baoma,Bambawo,Kenemalo,,,39,,,40,2.0,2.0,1.0,0.0,3.0,1.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Bo,Wonde,Central,Kambawama,,,39,,,39,3.0,1.0,3.0,0.0,1.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Pujehun,Gallines Perri,Kortugbu,Nyadehun 1,,,39,,,39,3.0,2.0,2.0,0.0,1.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,Pujehun,Malen,Taokunor,Njombohun ,,,39,,,37,1.0,1.0,1.0,0.0,1.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Kailahun,Jawei,Lower Ngiebu,Soniyeama 1 (Old),,,39,,,36,2.0,2.0,3.0,0.0,2.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,Port Loko,T.m. Safroko,Konkorie,Rogbalor,19.0,20.0,39,16.0,17.0,33,2.0,4.0,2.0,0.0,0.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Bo,Lugbu,Gao,Kpatobu,,,39,,,32,4.0,4.0,4.0,2.0,4.0,2.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-12-05,Tonkolili,Tane,Mapakie,Matufule,,,39,,,28,2.0,2.0,3.0,0.0,2.0,1.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,Bonthe,Chepo,Gambia,Dema,15.0,24.0,39,23.0,4.0,27,2.0,3.0,0.0,0.0,0.0,4.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,Bonthe,Soro Gbema,Zoker 2,Kanela,15.0,24.0,39,23.0,4.0,27,2.0,3.0,0.0,0.0,0.0,2.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Kailahun,Jaluahun,Falley,Saama,,,39,,,27,2.0,2.0,1.0,0.0,2.0,1.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-16,Bo,Baoma,Upper Patalo,Komende,,,39,,,24,2.0,1.0,2.0,0.0,2.0,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-12,Kono,Nyango,Semabu,Kpaka,15.0,24.0,39,6.0,16.0,22,3.0,3.0,4.0,0.0,1.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-21,Bo,Valunia,Sei,Tongoma,,,39,,,22,1.0,1.0,1.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,Kono,,Nimikoro,Bongema,15.0,24.0,39,6.0,16.0,22,3.0,3.0,5.0,0.0,3.0,1.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,Bo,Kakua,Sewa,Kpawula,,,39,,,21,2.0,2.0,2.0,0.0,2.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Koinadugu,Diang,Sokuralla,Kensikoro,,,39,,,21,2.0,2.0,0.0,3.0,0.0,0.0,16.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,Kono,Moindekoh,Moindekoh,Gbaima 2,,,39,,,21,2.0,2.0,2.0,0.0,2.0,0.0,14.0,2,2.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
2015-01-06,Pujehun,Gallines Perri,Kortugbu,Kpaku Massaquoi,,,39,,,21,3.0,2.0,2.0,0.0,2.0,1.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Pujehun,Makpele,Kengo,Gbahama,,,39,,,20,2.0,2.0,2.0,0.0,2.0,1.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-21,Pujehun,Barri,Sonjor Ii,Yogohun,,,39,,,20,2.0,1.0,1.0,0.0,1.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,Koinadugu,Nieni,Kallian ,Yoroyah,,,39,,,19,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,1.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0
2014-12-05,Bombali,Sanda Loko,Kania,Macoba,,,39,,,18,2.0,2.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Tonkolili,Yoni,Mamaka,Masabay,,,39,,,18,1.0,1.0,0.0,0.0,2.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Bo,Bumpe Ngao,Taninahun,Taninahun,,,39,,,17,3.0,4.0,3.0,1.0,1.0,1.0,13.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-01-14,Bombali,Gbanti Kamaranka,Rogbaray,Robis,,,39,,,15,2.0,1.0,2.0,0.0,1.0,3.0,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Kailahun,Malema,Upper Sami,Gawama,,,39,,,15,2.0,3.0,1.0,0.0,1.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Bo,Komboya,Kemoh,Gumahun,,,39,,,12,3.0,1.0,1.0,0.0,3.0,1.0,3.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Kailahun,Dea,Ngieya,Sakiema,,,38,,,56,3.0,2.0,2.0,0.0,2.0,3.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Bo,Kakua,Nyallay,Bandajuma,,,38,,,47,3.0,2.0,2.0,0.0,2.0,1.0,11.0,0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-09,Bombali,Safroko Limba,Kayassie,Makoyain,,,38,,,47,1.0,1.0,2.0,0.0,1.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Pujehun,Barri,Sonjor Ii,Bambakor,,,38,,,47,2.0,2.0,2.0,0.0,2.0,2.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Bo,Kakua,Sindeh,Baoma Loncrebu,,,38,,,45,3.0,2.0,4.0,0.0,2.0,2.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Bombali,Gbendembu Ngowahun,Tambiama,Maforay Njala,,,38,,,44,1.0,1.0,2.0,0.0,1.0,1.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-19,Bo,Tikonko,Sewa  Tikonko,Gbobu,,,38,,,42,1.0,1.0,2.0,3.0,1.0,0.0,10.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-11-28,Moyamba,Kongbora,Gibima,Senehun Yoko,,,38,,,42,2.0,0.0,2.0,0.0,0.0,2.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Tonkolili,Kholifa Rowalla,Makump,Maronka,,,38,,,42,2.0,2.0,2.0,0.0,2.0,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Bombali,Gbanti Kamaranka,Rogbaray,Kanneh,,,38,,,41,2.0,1.0,2.0,0.0,1.0,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-16,Kambia,Masungbala,Sumbuya,Sumbuya,,,38,,,39,3.0,2.0,4.0,0.0,2.0,1.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Bombali,Safroko Limba,Binkolo 2,Marampa,,,38,,,35,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Tonkolili,Kalansogoia,Lower,Foria,,,38,,,35,2.0,2.0,2.0,0.0,3.0,2.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Koinadugu,Diang,Sokuralla,Koromantor,,,38,,,32,2.0,3.0,1.0,0.0,4.0,2.0,13.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Kailahun,Kissi Kama,Kama Teng,Polbegu,,,38,,,31,2.0,2.0,1.0,0.0,3.0,2.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Kailahun,Jaluahun,Sei 1,Ngiehun Dolla,,,38,,,30,3.0,2.0,5.0,0.0,2.0,1.0,13.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Kailahun,Kissi Kama,Kama Toh,Sakpeh,,,38,,,30,3.0,3.0,2.0,1.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Kailahun,Kissi Kama,Kama Toh, Kuyoh,,,38,,,30,2.0,2.0,1.0,0.0,1.0,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Kailahun,Malema,Pelegbaima ,Taninawihun ,,,38,,,30,3.0,2.0,3.0,0.0,2.0,1.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Tonkolili,Tane,Mangay Bana,Makinth,,,38,,,30,2.0,2.0,4.0,0.0,2.0,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-10,Bo,Baoma,Kemaya,Kortumahun,,,38,,,29,4.0,2.0,4.0,1.0,1.0,1.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,Port Loko,Buya Romende,Kamasondo,Masonkie,,,38,,,27,1.0,1.0,2.0,1.0,2.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-22,Pujehun,Barri,Sonjor Ii,Samatia,,,38,,,27,2.0,1.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Bo,Baoma,Fally,Gbandi,,,38,,,26,4.0,1.0,2.0,1.0,1.0,1.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-28,Moyamba,Kongbora,Mongeray,Mongeray,,,38,,,26,2.0,1.0,1.0,0.0,1.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Kailahun,Jawei,Lower Ngiebu,Vaama ,,,38,,,25,2.0,2.0,2.0,0.0,1.0,1.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,Pujehun,Makpele,Samagbe,Dare-Salaam,,,38,,,25,3.0,1.0,1.0,1.0,2.0,1.0,8.0,4,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Bombali,Libeisaygahun,Simbaya,Sendugu,,,38,,,23,1.0,1.0,1.0,0.0,1.0,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Tonkolili,Sambaia,Borowa,Kunya,,,38,,,21,1.0,1.0,2.0,0.0,1.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,Port Loko,Koya,Tumba,Matholie,,,38,,,20,2.0,1.0,2.0,0.0,1.0,0.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Tonkolili,Kafe Simiria,Mabontor,Masoshingbi,,,38,,,19,1.0,1.0,2.0,0.0,1.0,1.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Bo,Baoma,Fally,Waiima,,,38,,,18,1.0,1.0,2.0,0.0,1.0,1.0,10.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Tonkolili,Kunike Barina,Masaba,Magbema,,,38,,,16,2.0,2.0,1.0,0.0,1.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Kambia,Magbema,Robombeh,Macontoh,,,38,,,15,2.0,1.0,2.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,Kambia,Masungbala,Kayakasa,Laya,,,38,,,15,0.0,1.0,2.0,0.0,0.0,1.0,15.0,3,3.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,Kambia,Masungbala,Kayakasa,Laya,,,38,,,15,0.0,1.0,2.0,0.0,0.0,1.0,15.0,3,3.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-11-28,Port Loko,Marampa,Mawullay,Madora ,,,38,,,15,3.0,2.0,4.0,0.0,2.0,1.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Kailahun,Mandu,Gbogary ,Bonde ,,,38,,,14,2.0,2.0,2.0,0.0,2.0,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Pujehun,Soro Gbema,Zombo 11,Surmu,,,38,,,14,3.0,2.0,2.0,2.0,2.0,2.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Tonkolili,Kholifa Mabang,Rokankarr,Magbondo,,,38,,,12,2.0,2.0,0.0,0.0,1.0,1.0,9.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Kailahun,Jawei,Mano,Kortuma,,,37,,,47,3.0,4.0,4.0,0.0,4.0,2.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,Pujehun,Soro Gbema,Massaquoi 2,Kolangor,,,37,,,47,4.0,3.0,2.0,0.0,2.0,3.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Pujehun,Sowa,Saba I,Kpejewo,,,37,,,46,2.0,2.0,2.0,0.0,2.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Kailahun,Jawei,Lower Ngiebu,Soniyeama 2 (New),,,37,,,43,2.0,2.0,3.0,0.0,2.0,1.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,Kono,Saaba,Famgbangoes,Kpaka,20.0,17.0,37,20.0,22.0,42,2.0,4.0,3.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-19,Kono,,Tankorio,Bendu,20.0,17.0,37,20.0,22.0,42,4.0,4.0,3.0,0.0,4.0,1.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Bombali,Safroko Limba,Kayassie,Kamomkoh,,,37,,,40,1.0,1.0,2.0,0.0,1.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Kailahun,Jawei,Mano,Njakor,,,37,,,40,2.0,2.0,2.0,0.0,2.0,2.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
