Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-07-29,Bombali,Pakimasabong,Masabong Thoron,Mathullah,,,,Avoid eating bush meat,,
2015-07-30,Bombali,Pakimasabong,Masabong Thoron,Mabia,,,,The community people avoiding asspect stranger in there community,,
2015-07-27,Bombali,Mapakie,Rosanda,One House,,,,People were really follow the rules and regulation of the Ebola viris,We need food supply,
2015-07-28,Bombali,Mapakie,Rosanda,Rosanda,1.0,The burial team take the dierection of the community,,People were really follow the rules and regulation of the Ebola viris,We get free from Ebola we never get supply from any N G O generally,
2015-07-29,Bombali,Mapakie,Rosanda,Masingbin,,,,People were really follow the rules and regulation of the Ebola viris,,
2015-07-30,Bombali,Mapakie,Rosanda,Maliontho,1.0,"The community satisfied becaues, they burial on the well of the community",,People were really follow the rules and regulation of the Ebola viris,,
2015-09-07,Bombali,Safroko Limba,Binkolo 1,Magoreh,,,,Frequant hand washing,,
2015-09-08,Bombali,Safroko Limba,Binkolo 1,Mabanta,,,,Regular hand washing,,
2015-09-09,Bombali,Safroko Limba,Binkolo 1,Katherie,,,,Frequant hand washing,,
2015-09-10,Bombali,Safroko Limba,Binkolo 1,Magbalain,,,,Regular hand washing,,
2015-09-07,Bombali,Safroko Limba,Binkolo 1,Kabum,,,,Regular hand washing,,
2015-09-08,Bombali,Safroko Limba,Binkolo 1,Mathadi,,,,Frequant hand washing,,
2015-09-09,Bombali,Safroko Limba,Binkolo 1,Kamakray,,,,Regular hand washing,,
2015-09-10,Bombali,Safroko Limba,Binkolo 1,Kathala,,,,Regular hand washing,,
2015-09-07,Bombali,Safroko Limba,Kasengbeh,Kassis,1.0,The burial team and the community mobiliser together with the community work hand in hand.,,"Cumons are now open,farmers are now selling and buying there needs,and freedom of movement.","Ebola is not going to over because,we hed about the return of ebola in sierra leone.",
2015-09-08,Bombali,Safroko Limba,Kasengbeh,Kamapan,,,,Children are going to school and farmers are going about there farming.,"Ebola has been gainst us,why ebola is back why?",
2015-09-09,Bombali,Safroko Limba,Kasengbeh,Kathon,,,,The chiefs have been set up a committee in this community for door to door visit every day.,"We want ebola to end,are people are dieing and ebola,we want government to try head to end ebola now.",
2015-09-10,Bombali,Safroko Limba,Kasengbeh,Akasdandan,,,,A committee has been set up in this community for door to door visit for monitoring.,"Are we going to die of ebola,what is the way forward,we want government to replan ebola fight,and fight for all,because no normal business no framing in his community.",
2015-09-07,Bombali,Pakimasoh,Kathakaya,Kathakaya,0.0,,The community did not withness every burial,,,
2015-09-08,Bombali,Pakimasoh,Kathakaya,Kabaka,1.0,The burial team allow the community people to pray befor burial,,,,
2015-09-09,Bombali,Pakimasoh,Kathakaya,Kahuthala,,,,,,
2015-09-10,Bombali,Pakimasoh,Kathakaya,Masuba,,,,The community is clean and also respect the bye-laws,,
2015-09-07,Bombali,P/Masabong,Kathantha,Kathantha,0.0,,They did not visit any burial or withness,They have fence the health center for proper screening,What will be the punshment for any survivor he/she breaks the law?,
2015-09-08,Bombali,P/Masabong,Kathantha,Kathirie Bana,,,,"Every week,they do cleaning in their house","If Ebola is not yet through,let D E R C train burial teams as chiedom level.",
2015-09-09,Bombali,P/Masabong,Kathantha,Kabakeh,,,,They brush the road which I used to enter the community,They need a help from the Government,
2015-09-10,Bombali,P/Masabong,Kathantha,Masingbin,0.0,,They do not visit no burial since the last visit,They no longer keep sick people but they report early for treatment,What will be their help after the fight of Ebola.,
2015-09-07,Bombali,Safroko Limba,Kayassie,Kabaray,,,,Sending the sick person to the hospital,,
2015-09-08,Bombali,Safroko Limba,Kayassie,Maparay,,,,"They are still awear about not visiting burial,that was a biggest change",,
2015-09-09,Bombali,Safroko Limba,Kayassie,Kamonkoin 1,,,,Obeying the bye-laws in their community,,
2015-09-10,Bombali,Safroko Limba,Kayassie,Kamonkoin 2,,,,The community was negative behaviour have been change for the people to my follow up.,,
2015-09-07,Bombali,Pakimasabon,Mayoloh,Mayoloh 1,1.0,The burial team do the right proceedes,,The people are reporting all dead cases that take place in their community,,
2015-09-08,Bombali,Pakimasabon,Mayoloh,Mayoloh 11,1.0,The burial term do the right proceedes,,People are reporting all dead cases that take place in their community,,
2015-09-09,Bombali,Pakimasabon,Mayoloh,Mablah,,,,The community are calling 117 for any sick person,,
2015-09-10,Bombali,Pakimasabon,Mayoloh,Makump,,,,,,
2015-09-07,Bombali,P/Masabong,Masobong Thoron,Makeni Ld,,,,They avoiding asspect strangers in the community,,
2015-09-08,Bombali,P/Masabong,Masobong Thoron,Makuna,,,,They are doing frequant hand washing,,
2015-09-09,Bombali,P/Masabong,Masobong Thoron,Maforay,,,,The community avoiding eating bush meat and doing frequant hand washing,,
2015-09-07,Bombali,P/Masabong,Masabong Pil,Masabong Pil,0.0,,The community did not sectfed the way the burial team conducted because there is no death case,The community people avoid body contact,,
2015-09-08,Bombali,P/Masabong,Masabong Pil,Mayendeh,0.0,,The community did not sectfed the way the burial team conducted because there is no death case,People are always washing their hands frequantly,,
2015-09-09,Bombali,P/Masabong,Masabong Pil,Makauie,0.0,,The community did not sectfed the way the burial team conducted because there is no death case,The community people did not touch dead body or (washing)The community people avoid touching sick person,,
2015-09-10,Bombali,P/Masabong,Masabong Pil,Makankoi,0.0,,The community did not sectfed the way the burial team conducted because there is no death case,The community people avoid body contact,,
2015-09-07,Bombali,G/Ngowahu,Kalangba,Mayamie,,,,Close working relationship between the communittee health work village championtown chief and youth leader.,"No relief supplies a nice the out greak of ebola.No medical facilities,No feeder roads for burial team in case of death",
2015-09-08,Bombali,G/Ngowahu,Kalangba,Majaga,,,,Religious leaders have consented to include ebola massages during Friday and Saturday ,"No veronica keetle and soap for hand washing,No help from ebola organisations in term of relief supplies",
2015-09-09,Bombali,G/Ngowahu,Kalangba,Logberay,,,,Contineous inspection of houses for the sick purely on gender basis,"No relief supplies,No veronica keetles,No medical facilities",
2015-09-10,Bombali,G/Ngowahu,Kalangba,Tayehun,,,,Continous in inpection by the chiefdom health inpection in terms of cleaning the environment,,
2015-09-07,Bombali,Safroko Limba,Kagbo 1,Mapolie,1.0,For safe and dignifed burials,,"I saw in the community since my last visit,the people have practic to take proper cleaning in the community","They asked about is help,for the government to help them medical facility",
2015-09-08,Bombali,Safroko Limba,Kagbo 1,Makaray,1.0,For the safty of the community people,,They practic frequant hand washing and the use to call for safty purpose,They asked me is if the government will provide them another top up for them to continue communcating with the social mobilizers,
2015-09-09,Bombali,Safroko Limba,Kagbo 1,Katenneh,1.0,For safe and dignifed burials,,They did not attend hot zones and they also use to call 304 and 117 for safty,Concern of the people is that they want the government to help them with soap for frequant hand washing,
2015-09-10,Bombali,Safroko Limba,Kagbo 1,Kabun,1.0,For the safty of the community,,The community have provide book for strangers in that are coming,To see that Ebola is out in sierra leone and the entire world,
2015-09-07,Bombali,Gbe/Ngo,Makiteh,Masonba,,,,,,
2015-09-08,Bombali,Gbe/Ngo,Makiteh,Mabamba,,,,,,
2015-09-09,Bombali,Gbe/Ngo,Makiteh,Mayegu,,,,,,
2015-09-10,Bombali,Gbe/Ngo,Makiteh,Makowor,,,,,,
2015-09-07,Bombali,Paki Massabong,Rosanda,Masingbin,,,,People were really follows the rules and regulation of the ebola virus,We never get supply from any N G O,
2015-09-08,Bombali,Paki Massabong,Rosanda,Makenth,1.0,They follow the advise of the community,,People are complying with the C H V and the medical practitioners advices of the ebola virus,"The community people say that,since the start of Ebola we never received a supply to any N G O or company",
2015-09-09,Bombali,Paki Massabong,Rosanda,Mafiki,,,,The community people are really obeying the does and donts of the Ebola virus,"The people concerns their rise,they say that there is no sufficient food in the community",
2015-09-10,Bombali,Paki Massabong,Rosanda,Royeben,,,,"The various communities that J visited is,the communities are really reads to stop the spread of the Ebola with the communities",We never received support to any government or N G O,
2015-09-04,Bombali,G/Mgowahun,Tambiama,Mongoe,,,,They now have the cuvearness of the E V D,"They are complaining of hungs and that they need mediciane,becauuse their children are very sick.",
2015-09-07,Bombali,G/Mgowahun,Tambiama,Mathomsaya,,,,They are on there full activities,"They said since the supply started they have not being incuded,they are begging to supply them.",
2015-09-08,Bombali,G/Mgowahun,Tambiama,Magameh Gbakie,,,,They know the piecoutions methods,,
2015-09-09,Bombali,G/Mgowahun,Tambiama,Maforay M/Ala,,,,They have the cwearness,,
,Bombali,Safroko Limba,Kagbo 11,Kaborkona,,,,Frequant hand washing,,
,Bombali,Safroko Limba,Kagbo 11,Kabonka,,,,Regular hand washing,,
,Bombali,Safroko Limba,Kagbo 11,Masere,,,,Frequant hand washing,,
,Bombali,Safroko Limba,Kagbo 11,Mafoita,,,,Regular hand washing,,
2015-07-14,Bombali,Sella Limba,Mamankoh,Kamathara,,,,,,
2015-07-15,Bombali,Sella Limba,Mamankoh,Kayassie,,,,,,
2015-07-16,Bombali,Sella Limba,Mamankoh,Mateboi,,,,,,
2015-07-17,Bombali,Sella Limba,Mamankoh,Kasama,,,,,,
2015-07-13,Bombali,S/Tindren,Kalangba,Mathoi,,,,With The Help Of The Social Mobilizer We Have A Eat Of Knowledge About Ebola Prevention,,
2015-07-14,Bombali,S/Tindren,Kalangba,Bisongo,,,,When Someone Sick We Will Not Touch But First Of All Report To The Town Head And Call 117 For Help,,
2015-07-15,Bombali,S/Tindren,Kalangba,Magbathie,,,,,,
2015-07-16,Bombali,S/Tindren,Kalangba,Rokalatha,,,, If I am Sick I Will Isolate My Self From Others Immediately,,
2015-07-13,Bombali,Sanda Loko,Kindia,Boronko,1.0,"Because They Include The Community To Be Witness,The Burial Team",,"The Biggest Change Is They Work With There Bye-Laws.No Community Burial,Frequent Wash Hands,No Public Gathering e.t.c",Are You Still Continue With Ebola Works?When Ebola Is Going To End?They Tell The Government Thanks To Give Two Years Free Education.,
2015-07-14,Bombali,Sanda Loko,Kindia,Mafindie,1.0,They Ask The Community To Provide There Needs,,The Biggest Change Is The Community Aware Of The Sick To Say Ebola Is Real.,"They Say By The Power Of God Ebola Is Going To End,After Ebola What Help Government Plan To Give Us Tell The Government Thanks For The Planing They For Sierra Leone.",
2015-07-15,Bombali,Sanda Loko,Kindia,Syria,1.0,Because It Is One Serious Bye-Law In Their Community,,"The Community Know Ebola Is Real,They Work With There By Laws",Are You Not Taired To Deliver The Message Of Ebola So Ebola Is Not Going To End This Year.They Blessed The Government To Thinck About The Poor Farmers.,
2015-07-16,Bombali,Sanda Loko,Kindia,Masorthi,1.0,Because The Burial Team Did Not Do Only There Needs,,"Has Any Time I Enter In Their Community They Welcome Me Respectively,They Listen To The Message I Deliver To Them.",What Kind Of Message Come To Us Again?It Is Ebola Message Thanks To Our President To Give Our Children Two Years Free Education They Make Sure That Is Going To Apply Other Method For The Poor People?,
2015-07-13,Bombali,Sanda Loko,Kaindama,Kaindema2,,,,"The Biggest Change Is That Community Is No Shake Hand For Now,The Community People Are Stop It For Now.","When Ebola Will End In Sierra Leone?,They Want To Here Ebola Is End",
2015-07-14,Bombali,Sanda Loko,Kaindama,Lamanaya,,,,One Of The Biggest Change In This Community Is Reguler Hand Washing.The Community People Are Still Doing It.,,
2015-07-15,Bombali,Sanda Loko,Kaindama,Mabanta,,,,The Biggest Change Is That Community Is No Public Gathering In That Community.,"They Need Help To The Government When,When Ebola Will End?",
2015-07-16,Bombali,Sanda Loko,Kaindama,Makeragbo,,,,The Biggest Change In That Communitry Is Reguler Hand Washing,,
2015-08-18,Bombali,Sanda Loko,Manathie,Kumbu,1.0,,,They Are Up To Now Sensitizing About Ebola,We Need Malaria Free Drugs Supply.We Need Food Supply ,
2015-08-19,Bombali,Sanda Loko,Manathie,Rogbaray,1.0,,,They Participet In The Hand Washing Process,When Will Sierra Leone Be Free From Ebola.Are We To Play Football For Now,
2015-08-20,Bombali,Sanda Loko,Manathie,Nhunworo,1.0,,,They Are Really In The Process Of Calling 117 When Person Sick Or Die,Are We To Allow Stranger In Our Community.Are We To Be Treated By Pepper Doctor.,
2015-08-21,Bombali,Sanda Loko,Manathie,Gbaneh Line,1.0,,,Cleaning Of Their Environment,Are We To Allow Stranger In Our Community.Are We To Be Treated By Pepper Doctor.,
2015-08-18,Bombali,Sanda Loko,Kindia,Kindia,1.0,Because The Community Try To Protect Themselves Through From Ebola,,"As Any Time I Send My Message Say I am Going To Reach Their,They Prepare Before I Enter I Always Meet Everyday Clear.",We Have Information Say Ebola Is End It Is True?Then After Ebola What Is Going To Be Help Of  We  The Poor Farmer?Praise To The Government For The Good Effort The Government Done For Us The Two Years Scholarship ,
2015-08-19,Bombali,Sanda Loko,Kindia,Syria,1.0,Because We Don't Want To Spread The Sick Of Ebola,,The Community Members Respect My Message And They Always Made Fun Of Me,Are We Going To Free From Ebola?When Is Going To End?We Need Help For The Poor Farmer.,
2015-08-20,Bombali,Sanda Loko,Kindia,Makoko,1.0,Because It Is One Of There Bye-laws They Can Stand By There Bye-laws,,The Community Member Fear The Sick Of Ebola They Work With Some Bye-laws To Protect Themselves From Ebola,How Are We Going To Do Now Without The End Of Ebola?We As Government To Try More May We Free From Ebola.,
2015-08-21,Bombali,Sanda Loko,Kindia,Laiya,1.0,Because Most Of The Spread Of Ebola Through From The Burial,,"The Community Member Are Now Know The Danger Of Ebola They Strong With Of Their Bye-laws,and They Show Interest",Government Realy To Left The Banah What Is Going On To Be Next Help For Us?May God Guide And Protect The Government Of Sierra Leone,
2015-08-18,Bombali,Sanda Tain,Roses,Rotain,,,,No Body Contact,,
2015-08-19,Bombali,Sanda Tain,Roses,Rowulla,1.0,Yes Satisfied,,Hand Washing,,
2015-08-20,Bombali,Sanda Tain,Roses,Makana,1.0,Buried With Great Care(Dignified),,Hand Washing,,
2015-08-21,Bombali,Sanda Tain,Roses,Biddle,,,,No Body Contact,,
2015-08-18,Bombali,Sanda Loko,Kaindema,Funkine,,,,The Biggest Change Is That Community Is No Body Contact.In My Visit Some Body Want To Contact With The Youth In The Community Side No The Sick Is Not Yet Over.,When Ebola Will End?We Want To Here Ebola Free In Sierra Leone,
2015-08-19,Bombali,Sanda Loko,Kaindema,Rotenkhe,,,,One Of The Biggest Change In That Community Is Reguler Hand Wshing.The Community People Are Still Doing It,When Sierra Leone Will Stop Record Ebola Cases.When The W.H.O. Will Free Us,
2015-08-20,Bombali,Sanda Loko,Kaindema,Kaindema2,,,,The Biggest Change In That Community Is No Public Gathering.The Village Champion Stop People To Do Gathering In The Community,They Want Here Ebola Is Free ,
2015-08-21,Bombali,Sanda Loko,Kaindema,Lamanaya,,,,The Biggest Change Is Hand Washing ,No Concern And No Question,
2015-01-09,Bombali,Makarie Gbati,Mankneh Bama,Madina,,,,The Entire Community Clean By The Youths,Why Government Did Not Camp These Survivors Until Their 90 Days Before Release To The Community.,
2015-02-09,Bombali,Makarie Gbati,Mankneh Bama,Rorinka,1.0,The Dead Body Was Taken From Makeni To The Village  By The Burial Team And Burial Safe,,,"Some Survivors Did Not Want The Sick To End,Because They Are Not Working With Advice They Gave Them",
2015-03-09,Bombali,Makarie Gbati,Mankneh Bama,Chain Contri,,,,The Community Is Well Clean By The Community People,When Are We Going To Be Free From Ebola?,
2015-04-09,Bombali,Makarie Gbati,Mankneh Bama,Worreh Kalokoh,,,,The Youth Are Cleaning The Roads To The Community,Let The Government Lock Again Kambia District Because Cases Has Started Again At That Point Of The Country,
2015-01-09,Bombali,Makari Gbati,Masongbo,Fullah Town,1.0,Because We Gave Them The Shovel Which They Used To Wrap Him And They Also Allowed Us To Go With Them At The Cemetry And See,,"The Biggest Change Is That People In The Community Were Very Much Concious Previously About Hand Washing But,These Days They Careless","We Want Government To Lock,Guinea Border Untill We Are Free From Ebola.",
2015-02-09,Bombali,Makari Gbati,Masongbo,Gbom Tarawallie,,,,People In This Community Don't Have The Willingness To Seat Down In Such Meetings Again For A Period Of 20 Minite Due To The Working Season,We Are Pleading To Government And NGOs To Help Us With Seedlings,
2015-03-09,Bombali,Makari Gbati,Masongbo,Rochain,,,,"Before 8:00 am Most Of The People Are Not In Town(Community) To Conduct Meeting Because Of The Working Season,So They Requested For Change Of Time",We Are Kindly Pleading To For A Hand Pump Especially For The Dry Season,
2015-04-09,Bombali,Makari Gbati,Masongbo,Woreh Tabai,,,,"The Biggest Change Is That,Every body Is Presently Embaking On Swamp Or Bali Work In Transplanting Rice","We Are Pleading To NGOs For Loans,To We The Farmers In This Community",
2015-04-08,Bombali,S/Tendaren,Maleboi,Banthoro-Ferry,,,,,________,
2015-05-08,Bombali,S/Tendaren,Maleboi,Malema,1.0,Well Dignified,,,_________,
2015-06-08,Bombali,S/Tendaren,Maleboi,Mafabu,,,,,__________,
2015-07-08,Bombali,S/Tendaren,Maleboi,Magboya,,,,,___________,
2015-04-08,Bombali,Sella Limba,Kamakuwe,Kakasegie,,,,No Touching Of Dead Bodies,They Want To Here That Sierra Leone Is Ebola Free In The Next Few Days.,
2015-05-08,Bombali,Sella Limba,Kamakuwe,Kamakuwe2,1.0,Because The Burial Team Use The Safe Dignified Burial Method According to,,The Calling Of 117,They Want To Here That Sierra Leone Is Ebola Free In The Next Few Days.,
2015-06-08,Bombali,Sella Limba,Kamakuwe,Kamakuwe3,1.0,Views Of The Community People,,The Refferal Of The Sick To The Hospital,They Want To Here That Sierra Leone Is Ebola Free In The Next Few Days.,
2015-07-08,Bombali,Sella Limba,Kamakuwe,Kamakubuma,,,,No Hiding Of The Sick,They Want To Here That Sierra Leone Is Ebola Free In The Next Few Days.,
2015-04-08,Bombali,Sella Limba,Magbonkonie,Kabonka,1.0,Because They Protect Us From Dead.,,"No Secrete Lodging Of Strangers,No Secrete Lodging Of The Sick People,No Touching Of The Sick e.t.c",,
2015-05-08,Bombali,Sella Limba,Magbonkonie,Kasekeya,1.0,Because This Disease Call Ebola Is A Faster Disease That Kill Human Being Within 24 Hours,,"No Keeping Of Strangers,No Keeping Of The Sick People,No Football Play e.t.c",,
2015-06-08,Bombali,Sella Limba,Magbonkonie,Kakuthala,1.0,Because They Told Them To Bury Not By Community Peoples.,,"No Lodging Of Strangers,No Touching Of Sick People,No Washing Of The Dead,No Burying Of The Dead,No Football Play e.t.c",,
2015-07-08,Bombali,Sella Limba,Magbonkonie,Kamasebeh,1.0,They Have Protected Instrument That Cannot Be Fight With These Disease Call Ebola.,,"No Secrete Lodging Of Strangers,No Touching Of The Sick People,No Football Play,No Washing Of The Dead.e.t.c",,
2015-04-08,Bombali,Sanda Loko,Kamalo,Mabilleh,,,,No Change Has Taken Place,,
2015-05-08,Bombali,Sanda Loko,Kamalo,Matakay,,,,Less Activeness In Action Point,,
2015-06-08,Bombali,Sanda Loko,Kamalo,Fanduhun,,,,No Effective In Action Point,,
2015-07-08,Bombali,Sanda Loko,Kamalo,Maribo,,,,Less Activeness In Action Plan,,
2015-04-08,Bombali,Sanda Loko,Robanka,Romakay,,,,The Community People Are Not Too Effective With Their Bye-Laws,"What The Government Has Put In Place For Them,At The End Of Ebola Fight.",
2015-05-08,Bombali,Sanda Loko,Robanka,Rochain Roker,,,,Most Of The Bye-Laws In The Community Are Not Too Effective By Community Peoples,______,
2015-06-08,Bombali,Sanda Loko,Robanka,Rochain,,,,There Is No Effectiveness In The Community,______,
2015-07-08,Bombali,Sanda Loko,Robanka,Madina Loko,,,,All Changes Remain The Same,_______,
2015-04-08,Bombali,Sella Limba,Samiya,Kagbokisa,,,,Go By The Bye-Laws,Will This Virus End Before The Dry Season,
2015-05-08,Bombali,Sella Limba,Samiya,Kamapolon,,,,Fully Co-operate On The Meeting,______,
2015-06-08,Bombali,Sella Limba,Samiya,Kamulay,1.0,To Accept The Bye-Laws,,Good Member Attended The Meeting,_______,
2015-07-08,Bombali,Sella Limba,Samiya,Kamahinti,,,,Full Number Of The People Attended The Meeting,________,
2015-04-08,Bombali,Sanda Tain,Roses,Rouwla,1.0,Satisfied With The Way That Government Say,,Hand Washing,Praying To Kill Ebola In This Country,
2015-05-08,Bombali,Sanda Tain,Roses,Rotain,1.0,This Community Rotain Satisfied,,Mounting Check Point,______________,
2015-06-08,Bombali,Sanda Tain,Roses,Makana,1.0,Yes Satisfied,,Hand Washing,______________,
2015-07-08,Bombali,Sanda Tain,Roses,Bidde,1.0,"This Community They Say,They Happy For The Burial Teams",,No Body Contact,_______________,
2015-04-08,Bombali,Sanda Loko,Manathie,Kumbu,,,,"Voluteers Are Sensitising About Ebola In The Community,No Traditional illing Practice","They Need Food Supply,Agricultural Farm Tools,Agricultural Seeds For Planting,and Community Water Well.We Are Asking Government If there is Know Medicine For Ebola Up To Now?Please Government We Need Malaria Drug Supply.",
2015-05-08,Bombali,Sanda Loko,Manathie,Rogbareyo,,,,"They Are Not Allowing Stranger,They Are Cleaning Their Environment",_____________,
2015-06-08,Bombali,Sanda Loko,Manathie,N Hunworo,,,,They Are Participating In The Hand Washing Process,_____________,
2015-07-08,Bombali,Sanda Loko,Manathie,Rogbaneh Line,,,,They Participate In The Hand Washing Process,_____________,
2015-04-08,Bombali,Sanda Tinderren,Rogbin,Masonbo,,,,"They Are Doing Ebola Sensitization,They Are Washing Their Hands With Soap And Water",Student In Their Virus Community Should Involve In The Community Sensitization Process.,
2015-05-08,Bombali,Sanda Tinderren,Rogbin,Mawanjay,,,,"They Are Advising Hand Shaking,They Agree Not To Sell Or Eat Bush Meat Like Bat And Monkey",They Want Government To Send More Ebola Response Workers To Western Urban And Port Loko District.,
2015-06-08,Bombali,Sanda Tinderren,Rogbin,Rogbin1,,,,"They Are Doing Hand Washing,Ebola Sensitization And They Agree Not To Visit Another Community.",They Want Government To Support Their Health Center With Medical Supply.,
2015-07-08,Bombali,Sanda Tinderren,Rogbin,Rogbin2,,,,"They Are Not Allowing Stranger In Their Community,They Are Also Doing Sensitization,They Agree Not To Wash Or Touch Dead Body.","They Want Every Body To Involve In The Sensitization And Prevention Process,Because Ebola Is Real",
2015-04-08,Bombali,Sanda Loko,Kindia,Harmakono,1.0,Because They Want To Protect Them Self From The Sick Of Ebola,,The Biggest Change Is The Community Respect There Bye-Laws They Aware For Say Ebola Is Real.,They Thank The Government To Give Two Years Scholarship For Their Children In The Schools And We Need More Help For We The Poor Farmers.When We Are Going To Free From This Sick?,
2015-05-08,Bombali,Sanda Loko,Kindia,Fullah Town,1.0,Because The Burial Team Involve The Community Member To Provide There Needs.,,The Biggest Change Is The Community Continues To Work Some Of There Bye-Laws.,We Think That You Have Something To Get From This Sick That Is Why You Still They Do The Work?Tell Us One Thing This Sick Is Not Going To End?Please Tell The Government To Consider We The Poor Farmers We Need Our Own Help Thank You.,
2015-04-08,Bombali,Sanda Loko,Koindema,Rochain/Sallos,,,,Biggest Change In That Community Is No Public Gathering,_____________,
2015-05-08,Bombali,Sanda Loko,Koindema,Funkine,,,,One Of The Biggest Change In That Community Is No Playing Of Football.,_____________,
2015-06-08,Bombali,Sanda Loko,Koindema,Saken,,,,No Hiding Of The Sick,_____________,
2015-07-08,Bombali,Sanda Loko,Koindema,Rotenkhe,,,,Call 117 To Report All Sick Cases,_____________,
2015-04-08,Bombali,Sella Limba,Manonoko,Kamatoray,,,,The Biggest Change Since Our Last Visit In The Community They Accept To Work With Laws,______________,
2015-05-08,Bombali,Sella Limba,Manonoko,Kabomboh,,,,The Biggest Change Since Our Last Visit In The Community The People Did Not Keep Sick People At Home,_______________,
2015-06-08,Bombali,Sella Limba,Manonoko,Maglonther,1.0,Because of the plastic bag which they wear,,The Biggest Change Is That People Accept To Isolate Sick People And Also Clean The Surrounding And Then Prevent Themselves From Ebola.,_______________,
2015-07-08,Bombali,Sella Limba,Manonoko,Kawwrie,,,,The Biggest Change Is The Community Did Not Allowed Stranger And No Ebola Case,_______________,
2015-03-08,Bombali,S/Taindren,Kalangba,Mathai,,,,No Sick Person Is Hide Reported To Town Head Or Near Health Center Or Call 117,"We Need Government To Assist Us With Food,Because All Our Economic Activities Have Been Closed Since The Break Out Of Ebola.",
2015-04-08,Bombali,S/Taindren,Kalangba,Bisango,,,,People Wash Hand With Soap And Water In The Community All The Time,When Will The Government Will Declare End To This Ebola?,
2015-05-08,Bombali,S/Taindren,Kalangba,Magbathai,,,,No Hunting In The Community,_______________,
2015-06-08,Bombali,S/Taindren,Kalangba,Roklathai,,,,No Stranger Is Allowed In The Community,_______________,
2015-03-08,Bombali,S/Taindren,Rogboreh,Rogboreh,1.0,The Burial Team Allow The Community To Pray For The Death,,All Burial Is Done By Burial Team,"All our Economic Activities Has Been Closed Since Break Out Ebola,We Need Government To Assist Us With Loans To Sustain Our Leaving.",
2015-04-08,Bombali,S/Taindren,Rogbin,One House,,,,People Reported Any Sick Person They Have In Their Community To The Nearest Health Center.,_____________,
2015-05-08,Bombali,S/Taindren,Rogbin,Rokulan,,,,People Have Used To Wash Their Hands With Soap And Water,"We Know That Ebola Is Real,That Why We Mobilizer And Medical.",
2015-06-08,Bombali,S/Taindren,Rogbin,Massama,,,,Any Stranger is reported to the chief,_____________,
2015-03-08,Bombali,Sanda Loko,Konia,Madina,,,,The Biggest Change Is That They Still Depend On The Burial Team When there is Death/Sick In The Community,,
2015-04-08,Bombali,Sanda Loko,Konia,Rochain Funki,,,,The Biggest Change Was That They Still Depend On Hand Washing,,
2015-05-08,Bombali,Sanda Loko,Konia,Mayama Karo,,,,They Still Depend On Hand Washing,,
2015-06-08,Bombali,Sanda Loko,Konia,Rogbala,,,,They Still Depend On The Team For Any Case,,
2015-04-08,Bombali,Sanda Loko,Rogbonko,Mahkanko,,,,No Stranger Is Allowed In The Community,,
2015-05-08,Bombali,Sanda Loko,Rogbonko,Pintikili,,,,No Stranger Allowed In their Community Untill Ebola End,,
2015-06-08,Bombali,Sanda Loko,Rogbonko,Rokupr,,,,People Now They Wash Their Hands With Chlorine Water,,
2015-07-08,Bombali,Sanda Loko,Rogbonko,Makassa,,,,No Stranger Is Allowed In The Community,,
2015-04-08,Bombali,Sella Limba,Mamankoh,Kadada,,,,Reguler Hand Washing And Environmental Cleaning,,
2015-05-08,Bombali,Sella Limba,Mamankoh,Katie,,,,Reguler Hand Washing And Environmental Cleaning,,
2015-06-08,Bombali,Sella Limba,Mamankoh,Kalonkey,,,,Reguler Hand Washing  ,,
2015-07-08,Bombali,Sella Limba,Mamankoh,Kaindema,,,,Reguler Hand Washing  ,When Will Ebola End,
2015-07-14,Bombali,Sella Limba,Manonokoh,Bamoi,,,," Since Our Last Visit In The Community,there is No Ebola Case In That Community And They Accept That Ebola Is Real.",,
2015-07-15,Bombali,Sella Limba,Manonokoh,Musaya,,,,The People Accept To Take Sick People To The Health Centre To Know Their Status.,,
2015-07-16,Bombali,Sella Limba,Manonokoh,Ka Ssats,,,,Since Our Last Visit In The Community The People Accept To Work With The Bye-Laws.,,
2015-07-17,Bombali,Sella Limba,Manonokoh,Royanka,,,,The People Accept To Isolate Sick People And Send Them To The Health Centre For Them To Know There Status And No Ebola Case No Dead Since Ebola Come.,,
2015-07-14,Bombali,Sanda Loko,Kamalo,Marron,,,,No Activeness In The Bye-Laws ,,
2015-07-15,Bombali,Sanda Loko,Kamalo,Yana,,,,Not Too Activeness In The Action Point,,
2015-07-16,Bombali,Sanda Loko,Kamalo,Kamalo1,,,,There Are Some Activeness In The Action Point,,
2015-07-17,Bombali,Sanda Loko,Kamalo,Kamalo2,,,,No Effectiveness In Action Point,,
2015-07-14,Bombali,Sandfa Taindren,Rogboreh,Massisah,,,,They Have Used To Space Themselves,"Government Did Not Even Care For Us,We Fucal Person.(Village Champion)",
2015-07-15,Bombali,Sandfa Taindren,Rogboreh,Maratha,,,,They Report Sick Case To The Nearest Health Centre,"Please Papa Government Food,If Not Despite Ebola,We Are Going To Died With Hunger.",
2015-07-16,Bombali,Sandfa Taindren,Rogboreh,Masama,,,,People In The Community Have Used To Wash Their Hands Freequently,We Have Tied Of This Ebola Talk.How Can We Going To Survive?No Economic Activities Is Taking Place,
